Tweet,Sentiment,Opinionated
Officials defend climate science|Officials at UN-led talks in India insist climate change science is still very .. http://oohja.com/x6qEg,Negative,No
TV ad targets Sen. Barrassos climate stand  http://bit.ly/btPM9s stop global warming,Negative,No
"Global warming in the hot seat|By Keith Yost STAFF COLUMNIST In November 2009, hackers released of thousands of .. http://oohja.com/x6qsA",Negative,No
"Global warming in the hot seat|By Keith Yost STAFF COLUMNIST In November 2009, hackers released of thousands of .. http://oohja.com/x6qmR",Negative,No
"Climate change a scam to curb global population, Utah legislator says|-- Fact check of HJR12 points: 1. Proposed .. http://oohja.com/x6pZe",Negative,No
Guardian Daily: Climate science under siege|As the consensus on climate change comes under sustained attack .. http://oohja.com/x6pVc,Negative,No
"To greens, I was worse than a child abuser ;O http://bit.ly/d2Arav global warming swindle",Negative,No
RT @tweetdrudge India to 'pull out' of UN 'global warming' panel because it 'cannot rely' on UN... http://bit.ly/dieZHR #tcot,Negative,No
News From 91.3 KUWS Walk around Lake Superior to check out global warming|A 60's something couple has decided to .. http://oohja.com/x6pFN,Negative,No
"The Global Climate: Yes, Its Still Warming :) climate scientists",Negative,No
"""To change is not a good thing.  Ask Climate.""  ~Michael Scott",Negative,Yes
Utah lawmaker Mike Noel targets global warming lawsuits|A Utah legislator who is one of the most ardent critics .. http://oohja.com/x6pbm,Negative,No
India to 'pull out' of UN 'global warming' panel because it 'cannot rely' on UN... http://bit.ly/d21xlJ #breaking,Negative,No
#news How to talk to your friends about climate change: I have found solace in the words of Dmitry Orlov and many other http://url4.eu/1JxMp,Negative,No
Video: Fuel for Climate Change Skeptics: The UN's climate chief admitted scientists made mistakes in a major study... http://bit.ly/dyFhdY,Negative,No
This is not good news :( CO2 May Cause Even More Global Warming Than Originally Thought http://bit.ly/7NdFRn #eco #green #globalwarming,Negative,No
Utah Legislature may tell EPA global warming not proven|Salt Lake (ABC 4 News) - Resolution questioning global .. http://oohja.com/x6p0S,Negative,No
Enlisting a drug discovery technique in the battle against global warming|Scientists in Texas are reporting that .. http://oohja.com/x6oUM,Negative,No
Federal agency denies endangered species protections for tiny pika|Climate change might be hurting some .. http://oohja.com/x6oUC,Negative,No
Pika Denied Protection By U.S. Fish And Wildlife Service: SALT LAKE CITY ' Climate change might be hurting some po... http://bit.ly/asuI2d,Negative,No
RT @lifesizepaprdol: Ensure the Participation of Indigenous Peoples in UN Climate Change Policies: http://is.gd/buDZb,Negative,No
Pika Denied Protection By U.S. Fish And Wildlife Service: SALT LAKE CITY ' Climate change might be hurting some po... http://bit.ly/bXtsH5,Negative,No
Climate change is leading to a decrease in Canada's wolverine population. Which joke to make? http://p-bu.mp/83d,Negative,No
Video: Fuel for Climate Change Skeptics http://bit.ly/92nL1d,Negative,No
"@adrian_bacon By the way, you tweet ""pro"" climate change BS, and you don't care ""one way or the other?""",Negative,No
Big Biz Study says US voters prefer Carbon Tax 2 to 1 over Cap & Trade as policy option to address climate change: http://bit.ly/acOuxi,Negative,No
"Video: Climate Change Is a Clear and Present Danger: Christopher Field, Ph.D., is the director of the Department o... http://bit.ly/c0gD4x",Negative,No
Wolverine No Match for Climate Change http://bit.ly/aEPlsm,Negative,No
mixed metaphors from @planetizen: Global Warming? It's All About Land Use http://bit.ly/c8unbr via @drgrist,Negative,No
50 Tips to reduce Global Warming | Global Warming: 50 Tips to reduce Global Warming Actually we do not require rad... http://bit.ly/dareYR,Negative,No
House committee seeks to keep global warming laws out of Utah|Utah lawmakers want to send a strong message to the .. http://oohja.com/x6nRC,Negative,No
"Wondering if I am going to get stuck in DC due to the expected 2 feet of snow. Where are you, global warming?? #fb",Negative,No
http://www.scientificamerican.com/article.cfm?id=green-roof-climate-change-mitigation Sci Amer: Data Supports Green Roof Use,Negative,No
House committee seeks to keep global warming laws out of Utah|Utah lawmakers want to send a strong message to the .. http://oohja.com/x6nKH,Negative,No
"RT @thejoshuablog: RT @MMFA: Ignoring previous  claims by experts, RedState attacks DHS for citing climate change as national ... http://bit.ly/aXIWtV ( #p2 )",Negative,No
"Tennis Great Star Billie Jean King encourages everyone to take mass transit, a great way to help fight climate change http://bit.ly/4HQkIJ",Positive,Yes
RT @zanieladie: East Coast is going to get pounded with snow again. Stupid global warming!,Negative,No
East Coast is going to get pounded with snow again. Stupid global warming!,Negative,No
RT @vcnaa: RT @ru2cool2care: New vid on Climate Change & Indigenous Peoples!! http://is.gd/7HOam by @dakotarene @redman0380 Robby Romero,Negative,No
"RT @MMFA: Ignoring previous  claims by experts, RedState attacks DHS for citing climate change as national ... http://bit.ly/aXIWtV ( #p2 )",Negative,No
"Solar Radiation Management: Dr. Strangelove?s Fix for Global Warming|Ever hear of Solar Radiation Management? No, .. http://oohja.com/x6mVY",Negative,No
"@yintercept Under Obama, probably not...unless it's used to tie up global warming deniers.",Negative,No
It's interestig to see Twitter chatter moving away from climate change and toward employment/economy among green folks.,Negative,No
@adrian_bacon PS: now unions can promote climate change all the way up2 election day--how did SCOTUS hurt climate change?,Negative,No
"124 Toyota Prius' have had break failures leading to a $2 billion recall. Tried to slow global warming but couldn't stop, what a shame.",Negative,No
Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change http://bit.ly/9eW0iZ,Negative,No
#Africa2day Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change: Developed countries have set... http://tinyurl.com/ygynf5c,Negative,No
Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change: Developed countries have set asid... http://tinyurl.com/ygynf5c #Africa,Negative,No
I do love seeing ice chunks in the East River. It's like our little Earth is just fighting global warming tooth and nail.,Negative,No
Florida Agencies Issue Global Warming Red Alerts http://bit.ly/cwrgor,Negative,No
Penn State To Investigate Scientist Over Global Warming Controversy|Penn State University will investigate a .. http://oohja.com/x6myY,Negative,No
Predicting future climate change through sediments http://bit.ly/b27X1s #science #research,Negative,No
Predicting future climate change through sediments http://bit.ly/b27X1s #environment #eco,Negative,No
Predicting future climate change through sediments http://bit.ly/b27X1s #energy #green,Negative,No
"We take climate change seriously & as a business, we hold ourselves responsible for our impact. Learn how:  http://ow.ly/13Oho",Negative,Yes
How Climate-Change Fanatics Corrupted Science -- Michael Barone -- GOPUSA - http://shar.es/aNasC,Negative,No
Lawmakers spar over $43M for EPA's climate change programs|Sen. ?- More -? .. http://oohja.com/x6mgY,Negative,No
US Supreme Court Undermines Climate Change Legislation http://bit.ly/9gsphA #solar,Negative,No
RT @DIGGatomicpoet: Please Digg: Forests are growing faster driven by climate change http://bit.ly/c4NCxG,Negative,No
Climate Change seems to drive accelerated growth in trees says Smithsonian Environmental Research Center; a good thing? http://bit.ly/cCoBvM,Negative,No
"@adrian_bacon OMG, free speech!  Maybe if there was more of it, you would know climate change is a complete lie.",Negative,Yes
Canada's Wolverine Population Declines As Result Of Climate Change http://bit.ly/cmzQdj,Negative,No
"Canada's Wolverine Population Declines As Result Of Climate Change: The wolverine, a predator renowned for its str... http://bit.ly/aLvmF3",Negative,No
Fight against drugs and climate change top priority in EU-Peru agenda http://idek.net/10gj via @LivingInPeru,Negative,No
Climate change causes wolverine decline across Canada http://bit.ly/bsVEVW,Negative,No
"@dluxkoshertours re: where is the global warming? If anyone would have found it,  it would be you.  where havent you looked yet?",Negative,No
"RT @blogdiva: RT @NavyNews: Global warming on Navy radar. ""New"" normal for the Arctic is to be not completely frozen. New normal? http://bit.ly/9uFZaj",Negative,No
"RT @NavyNews: Global warming on Navy radar. ""New"" normal for the Arctic is to be not completely frozen. New normal? http://bit.ly/9uFZaj",Negative,No
is freezing outside.  Where in the world is Global Warming?,Negative,No
"Debunking the Deniers of Global Warming, page 1   http://bit.ly/a14V1W global warming swindle",Negative,No
The green debate goes tribalGiles Wilkes|Climate change believers and sceptics are two sides of the same coin ? .. http://oohja.com/x6lzO,Negative,No
U.N. Climate Chief Defends Panel's Global Warming Findings|Yvo de Boer acknowledged that some mistakes were made .. http://oohja.com/x6lto,Negative,No
Global Warming Petition Project:  http://bit.ly/9nrzkm,Negative,No
"CLIMATE CHANGE:   European Firms See Windfall in Renewable Energy: BERLIN, Feb 3 (IPS) - European governments fail... http://bit.ly/bnGFSn",Negative,No
Global warming research grant in danger of fund freeze|A top member of Congress wants President Obama to freeze .. http://oohja.com/x6lbe,Negative,No
"The Changing Climate of Climate Change: To all intents and purposes, there are no realistic prospects of a treaty ... http://bit.ly/c8eccf",Negative,No
RT @ericbolling Global Warming Update...cont....Major Winter Storm-&gt; http://www.accuweather.com/regional-news-story.asp?region=eastusnews,Negative,No
Global Warming Update...cont....Major Winter Storm-&gt; http://www.accuweather.com/regional-news-story.asp?region=eastusnews,Negative,No
"Global warming update: Maj storm will impact much of the US  "".DC, Bal, Phi, NY.These cities received 2 to 4 times their norm snowfall."" ...",Negative,No
"Global warming update: Major winter storm will impact much of the U.S. **note ""...D.C., Balt, Phil, NYC...These... http://bit.ly/b4LO7d",Negative,No
Lord Smith warns climate change argument has been undermined by 'climategate'|The fight to tackle climate change .. http://oohja.com/x6kU8,Negative,No
;P http://bit.ly/dAuSjA global warming solutions Innovation has climate change in hand,Negative,No
"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark: Only one month after the Copenhagen co... http://bit.ly/aUl3C2",Negative,No
"RT @NSF: ""Missing"" Heat May Affect Future Climate Change: Current observational tools cannot account for roughly half.. http://bit.ly/bGlz82",Negative,No
"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark: Only one month after the Copenhagen co... http://bit.ly/bD6LOA",Negative,No
"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark http://bit.ly/aZdAoI",Negative,No
"Abbott's climate change policy: live chat with environment reporter Adam Morton: Logically, power generators are o... http://bit.ly/9qVMiR",Negative,No
"Global Warming: Rajendra Pachauri Orders Asbestos For Fires|GlacierGate, AmazonGate, ClimateGate and now Rajendra .. http://oohja.com/x6knj",Negative,No
"Obama Battles to Keep Global Warming, Biofuels Initiatives on Track|Amid doubts about climate change legislation, .. http://oohja.com/x6kgG",Negative,No
RT @mongabay: Climate Change and the Amazon Rainforest: http://bit.ly/cVzrVa,Negative,No
Go Green Toolshed ' Blog Archive ' Global Warming Is Crap! http://bit.ly/cWXiUt,Negative,No
Watching 'Joseph D'Aleo Full Interview on Global Warming Hoax' at Vodpod http://bit.ly/cW6QJ8,Negative,No
".@cracked This article doesn't actually get really scary until you read all the ""global warming is a myth!"" comments. http://bit.ly/9HufIZ",Negative,No
RT @EcoPreservation: Climate change causes wolverine decline across Canada http://bit.ly/WolverineDecline,Negative,No
"RT @sejorg: RT @ecopolitologist: IPCC Chief Speaks to Indian Univ re Climate Change Skeptics, Glaciergate & Treaties http://bit.ly/bwkGDU",Negative,No
NYTimes: California Sets Up Statewide Network to Monitor Global-Warming Gases http://s.nyt.com/u/eDY,Negative,No
"Global warming good for trees|WASHINGTON - GLOBAL warming is good news for trees, which are thriving in higher .. http://oohja.com/x6iZ9",Negative,No
Will the Separation of Powers Kill Climate Change Action in the U.S.?: I promised a post on the State of the Union... http://bit.ly/bN61FV,Negative,No
